time,voltage,current
0.0,-80.0,35.28104691935328
0.1,-80.0,8.00314564520708
0.2,-80.0,19.574762644804697
0.30000000000000004,-80.0,44.81786843154637
0.4,-80.0,37.351165735343855
0.5,-80.0,-19.545550180356415
0.6000000000000001,-80.0,19.00177725251089
0.7000000000000001,-80.0,-3.0271337791275594
0.8,-80.0,-2.0643651642174614
0.9,-80.0,8.21198339524844
1.0,-80.0,2.88088626452585
1.1,-80.0,29.08548714472753
1.2000000000000002,-80.0,15.220774037359792
1.3,-80.0,2.433522482726133
1.4000000000000001,-80.0,8.877289515725465
1.5,-80.0,6.6735142057474235
1.6,-80.0,29.88161200835709
1.7000000000000002,-80.0,-4.103131753670423
1.8,-80.0,6.261390620601995
1.9000000000000001,-80.0,-17.081875043014406
2.0,-80.0,-51.059753328727616
2.1,-80.0,13.072418231192781
2.2,-80.0,17.288773723505045
2.3000000000000003,-80.0,-14.843247148386805
2.4000000000000004,-80.0,45.39514934241904
2.5,-80.0,-29.087252936885807
2.6,-80.0,0.9152346830387533
2.7,-80.0,-3.7436087920887475
2.8000000000000003,-80.0,30.655656456512915
2.9000000000000004,-80.0,29.38725161776305
3.0,-80.0,3.099028873607006
3.1,-80.0,7.56333498112123
3.2,-80.0,-17.755625861645814
3.3000000000000003,-80.0,-39.615835608900234
3.4000000000000004,-80.0,-6.958144454995501
3.5,-80.0,3.1270828008837794
3.6,-80.0,24.6059220319626
3.7,-80.0,24.047710503027798
3.8000000000000003,-80.0,-7.746417599560704
3.9000000000000004,-80.0,-6.045930930322221
4.0,-80.0,-20.970929776243835
4.1000000000000005,-80.0,-28.400223663240574
4.2,-80.0,-34.12526306559303
4.3,-80.0,39.01565442943869
4.4,-80.0,-10.192891221007129
4.5,-80.0,-8.761327617647352
4.6000000000000005,-80.0,-25.055742674544337
4.7,-80.0,15.549977866297581
4.800000000000001,-80.0,-32.27777986696707
4.9,-80.0,-4.2546220742274645
5.0,-80.0,-17.909141136634265
5.1000000000000005,-80.0,7.738246712939201
5.2,-80.0,-10.215899215781404
5.300000000000001,-80.0,-23.61243328594107
5.4,-80.0,-0.5634272056515662
5.5,-80.0,8.566861845509122
5.6000000000000005,-80.0,1.330576065508245
5.7,-80.0,6.049676864749515
5.800000000000001,-80.0,-12.686195562391502
5.9,-80.0,-7.254569498076229
6.0,-80.0,-13.448947514248843
6.1000000000000005,-80.0,-7.190794060772123
6.2,-80.0,-16.26264863291697
6.300000000000001,-80.0,-34.52536709156314
6.4,-80.0,3.5488158564086265
6.5,-80.0,-8.035317547403617
6.6000000000000005,-80.0,-32.60365748796634
6.7,-80.0,9.255962945627854
6.800000000000001,-80.0,-18.14564095962978
6.9,-80.0,1.039242846045421
7.0,-80.0,14.582154884925838
7.1000000000000005,-80.0,2.5800106769406543
7.2,-80.0,22.788375082240677
7.300000000000001,-80.0,-24.696145976951286
7.4,-80.0,8.04721240158473
7.5,-80.0,-13.695812983695648
7.6000000000000005,-80.0,-17.41554478228527
7.7,-80.0,-11.576585618529316
7.800000000000001,-80.0,-6.2306333812169505
7.9,-80.0,1.1237337996618026
8.0,-80.0,-23.30256005769896
8.1,-80.0,18.016976409118065
8.200000000000001,-80.0,9.313705485874555
8.3,-80.0,-30.724406903883203
8.4,-80.0,29.765520937134067
8.5,-80.0,37.918270844533374
8.6,-80.0,23.576089022734383
8.700000000000001,-80.0,-3.5979887425378405
8.8,-80.0,-21.41453398378572
8.9,-80.0,21.089563556311965
9.0,-80.0,-8.062999251962118
9.1,-80.0,24.449451863510415
9.200000000000001,-80.0,4.166060884307606
9.3,-80.0,19.533353017901334
9.4,-80.0,7.1279112957199455
9.5,-80.0,14.132057878623844
9.600000000000001,-80.0,0.21060619030240776
9.700000000000001,-80.0,35.71802701365197
9.8,-80.0,2.538870447805069
9.9,-80.0,8.040427419372259
10.0,-80.0,37.66366574689701
10.100000000000001,-80.0,-26.95451766323516
10.200000000000001,-80.0,-25.40902455771091
10.3,-80.0,19.388621526102124
10.4,-80.0,-23.461768689855013
10.5,-80.0,38.87313527344846
10.600000000000001,-80.0,-8.271655808149763
10.700000000000001,-80.0,-14.948360076639252
10.8,-80.0,38.45958912546246
10.9,-80.0,29.611056966770263
11.0,-80.0,37.35195298738833
11.100000000000001,-80.0,18.12167968368794
11.200000000000001,-80.0,-17.223714345042367
11.3,-80.0,38.20211135445195
11.4,-80.0,-5.359242091588595
11.5,-80.0,16.0499663768828
11.600000000000001,-80.0,18.945891048493888
11.700000000000001,-80.0,-3.0993368655209337
11.8,-80.0,12.282465635544767
11.9,-80.0,18.44502497912596
12.0,-80.0,7.529415576925138
12.100000000000001,-80.0,-21.98709736500936
12.200000000000001,-80.0,5.965695510502481
12.3,-80.0,26.52866362667366
12.4,-80.0,-13.890397748297712
12.5,-80.0,-2.9917175199824153
12.600000000000001,-80.0,-8.702083820775492
12.700000000000001,-80.0,36.9862757971752
12.8,-80.0,13.44691046861305
12.9,-80.0,8.150266240807376
13.0,-80.0,-15.39727769845548
13.100000000000001,-80.0,10.78604197759773
13.200000000000001,-80.0,-13.485580613230743
13.3,-80.0,0.637698300404051
13.4,-80.0,-12.715819810815487
13.5,-80.0,13.529782364382086
13.600000000000001,-80.0,11.532947593285728
13.700000000000001,-80.0,-4.164828968193315
13.8,-80.0,7.921295365824017
13.9,-80.0,-21.860054005949618
14.0,-80.0,-29.823960542537375
14.100000000000001,-80.0,8.789040566624571
14.200000000000001,-80.0,3.334691765388366
14.3,-80.0,12.70186599922872
14.4,-80.0,47.664148248959094
14.5,-80.0,18.890858068627054
14.600000000000001,-80.0,-18.255160516081016
14.700000000000001,-80.0,22.34162550554744
14.8,-80.0,-26.31683262892695
14.9,-80.0,-9.230360590472763
15.0,-80.0,-1.3634848873507635
15.100000000000001,-80.0,34.26821736386122
15.200000000000001,-80.0,-14.893717723952598
15.3,-80.0,-16.52737619561148
15.4,-80.0,-1.9676399759769463
15.5,-80.0,-13.268139205337263
15.600000000000001,-80.0,22.534161047818497
15.700000000000001,-80.0,-21.597171403386344
15.8,-80.0,-22.947898051735873
15.9,-80.0,-8.754909591388163
16.0,-80.0,-9.959141328920945
16.1,-80.0,38.59216521709979
16.2,-80.0,18.989956809520503
16.3,-80.0,1.7525821033646094
16.400000000000002,-80.0,-24.507136421876776
16.5,-80.0,16.88885023623361
16.6,-80.0,-20.002699411702256
16.7,-80.0,-30.89379749716653
16.8,-80.0,23.762237262138687
16.900000000000002,-80.0,6.340510704706888
17.0,-80.0,18.418852067353807
17.1,-80.0,6.376245850535673
17.2,-80.0,17.13832230407718
17.3,-80.0,-13.018784451221176
17.400000000000002,-80.0,-20.68311199773884
17.5,-80.0,13.633652701161974
17.6,-80.0,-16.066413375958117
17.7,-80.0,-13.789198001085746
17.8,-80.0,-9.108834795618746
17.900000000000002,-80.0,0.3514162504493914
18.0,-80.0,-7.078027285490992
18.1,-80.0,-27.49715698474097
18.2,-80.0,-12.870481154587393
18.3,-80.0,-44.46615804955682
18.400000000000002,-80.0,12.506552182747056
18.5,-80.0,-32.039211708249766
18.6,-80.0,-22.085707068591656
18.7,-80.0,1.0452796956993022
18.8,-80.0,-14.789263352433702
18.900000000000002,-80.0,30.862307022850317
19.0,-80.0,-25.85510446602004
19.1,-80.0,5.343069803576207
19.200000000000003,-80.0,-0.7835851854034546
19.3,-80.0,-23.35977993871329
19.400000000000002,-80.0,10.467642138120219
19.5,-80.0,-3.42879871117504
19.6,-80.0,15.437957997738335
19.700000000000003,-80.0,16.47224918734498
19.8,-80.0,43.26690430269979
19.900000000000002,-80.0,26.73276358923977
20.0,-80.0,-7.381412800500714
20.1,-80.0,-4.785340160923852
20.200000000000003,-80.0,21.995454814993746
20.3,-80.0,13.107557092770534
20.400000000000002,-80.0,12.804932655747805
20.5,-80.0,-32.33679902253305
20.6,-80.0,-0.48418081999710527
20.700000000000003,-80.0,-14.75825663742391
20.8,-80.0,5.600873480673174
20.900000000000002,-80.0,-1.9606063523658517
21.0,-80.0,18.20599930293851
21.1,-80.0,6.346805206760704
21.200000000000003,-80.0,15.729019968216802
21.3,-80.0,-9.325901324324338
21.400000000000002,-80.0,-18.88642456235862
21.5,-80.0,-8.198473301178087
21.6,-80.0,-0.337867646234809
21.700000000000003,-80.0,7.585595471471383
21.8,-80.0,45.18875996481716
21.900000000000002,-80.0,-0.842541830327739
22.0,-80.0,-19.116278493830805
22.1,-80.0,-6.916993623568744
22.200000000000003,-80.0,-9.269257166854025
22.3,-80.0,9.6323122984406
22.400000000000002,-80.0,-30.813236907763013
22.5,-80.0,1.2679638845488668
22.6,-80.0,3.1328754405171204
22.700000000000003,-80.0,4.646386147137126
22.8,-80.0,-11.943535152999015
22.900000000000002,-80.0,-4.755627503980649
23.0,-80.0,-28.478390163225264
23.1,-80.0,-9.863548663878007
23.200000000000003,-80.0,-10.85435946877335
23.3,-80.0,8.32389208623927
23.400000000000002,-80.0,-23.12073630472311
23.5,-80.0,15.626895597874016
23.6,-80.0,29.89264574671516
23.700000000000003,-80.0,-41.39672428891461
23.8,-80.0,8.528172242640945
23.900000000000002,-80.0,13.541179804661347
24.0,-80.0,-12.745699868756008
24.1,-80.0,-7.942374044800619
24.200000000000003,-80.0,-2.6545276492223913
24.3,-80.0,-5.952711963521833
24.400000000000002,-80.0,-6.177131973179072
24.5,-80.0,-33.5169268743309
24.6,-80.0,23.049802453690926
24.700000000000003,-80.0,21.595564965779467
24.8,-80.0,-16.264070030771872
24.900000000000002,-80.0,-29.32524931321433
25.0,-80.0,10.424556922669513
25.1,-80.0,-11.512477790613962
25.200000000000003,-80.0,2.8423671453505994
25.3,-80.0,-6.383242129424628
25.400000000000002,-80.0,13.834123630677903
25.5,-80.0,13.898353939445812
25.6,-80.0,-14.508553984639848
25.700000000000003,-80.0,-27.663862943708498
25.8,-80.0,-31.655329141693628
25.900000000000002,-80.0,12.211049089222138
26.0,-80.0,-23.773700885277893
26.1,-80.0,-10.132819990991791
26.200000000000003,-80.0,-11.922750788194303
26.3,-80.0,-1.0477929974865396
26.400000000000002,-80.0,-38.722020180682605
26.5,-80.0,3.7791709417218877
26.6,-80.0,10.481442613381832
26.700000000000003,-80.0,1.7720870696979778
26.8,-80.0,-6.21405485180303
26.900000000000002,-80.0,1.9516950232446963
27.0,-80.0,7.984641669460046
27.1,-80.0,-55.44811726390377
27.200000000000003,-80.0,39.12200718671052
27.3,-80.0,7.805650681530379
27.400000000000002,-80.0,-13.044364164973281
27.5,-80.0,-7.81523671715736
27.6,-80.0,9.878689686150471
27.700000000000003,-80.0,-2.3182012402918692
27.8,-80.0,-40.60978836543672
27.900000000000002,-80.0,41.293781715658426
28.0,-80.0,-2.206865109505148
28.1,-80.0,20.407425864438178
28.200000000000003,-80.0,-13.837001682369918
28.3,-80.0,30.731560049559643
28.400000000000002,-80.0,5.730916481857353
28.5,-80.0,12.180943180843359
28.6,-80.0,-20.900976996415437
28.700000000000003,-80.0,24.227020003145952
