time,voltage,current
0.0,-80.0,35.28104691935328
0.1,-80.0,8.00314564512717
0.2,-80.0,19.57476264481812
0.30000000000000004,-80.0,44.817868431653125
0.4,-80.0,37.35116573554395
0.5,-80.0,-19.545550180062985
0.6000000000000001,-80.0,19.001777252897657
0.7000000000000001,-80.0,-3.0271337786474577
0.8,-80.0,-2.0643651636440237
0.9,-80.0,8.211983395915214
1.0,-80.0,2.880886265285959
1.1,-80.0,29.085487144905912
1.2000000000000002,-80.0,15.220774037572156
1.3,-80.0,2.4335224829721445
1.4000000000000001,-80.0,8.87728951600479
1.5,-80.0,6.673514206059727
1.6,-80.0,29.88161200870204
1.7000000000000002,-80.0,-4.103131753293168
1.8,-80.0,6.261390621011224
1.9000000000000001,-80.0,-17.08187504257354
2.0,-80.0,-51.05975332825545
2.1,-80.0,13.072418231695922
2.2,-80.0,17.28877372403882
2.3000000000000003,-80.0,-14.84324714782273
2.4000000000000004,-80.0,45.395149343013074
2.5,-80.0,-29.08725293626214
2.6,-80.0,0.9152346836917158
2.7,-80.0,-3.7436087914068255
2.8000000000000003,-80.0,30.65565645722346
2.9000000000000004,-80.0,29.387251618501885
3.0,-80.0,3.0990288743737975
3.1,-80.0,7.5633349819156415
3.2,-80.0,-17.755625861018004
3.3000000000000003,-80.0,-39.61583560826278
3.4000000000000004,-80.0,-6.958144454348842
3.5,-80.0,3.1270828015391956
3.6,-80.0,24.605922032626328
3.7,-80.0,24.047710503699395
3.8000000000000003,-80.0,-7.746417598881684
3.9000000000000004,-80.0,-6.0459309296362225
4.0,-80.0,-20.9709297755513
4.1000000000000005,-80.0,-28.40022366254195
4.2,-80.0,-34.12526306488877
4.3,-80.0,39.01565443014815
4.4,-80.0,-10.192891220292909
4.5,-80.0,-8.761327616928822
4.6000000000000005,-80.0,-25.055742673821943
4.7,-80.0,15.549977867023397
4.800000000000001,-80.0,-32.27777986623828
4.9,-80.0,-4.254622073496143
5.0,-80.0,-17.90914113590086
5.1000000000000005,-80.0,7.73824671367425
5.2,-80.0,-10.215899215045159
5.300000000000001,-80.0,-23.612433285169356
5.4,-80.0,-0.5634272048758313
5.5,-80.0,8.566861846288502
5.6000000000000005,-80.0,1.3305760662908939
5.7,-80.0,6.049676865535058
5.800000000000001,-80.0,-12.686195561603443
5.9,-80.0,-7.254569497286028
6.0,-80.0,-13.448947513456876
6.1000000000000005,-80.0,-7.190794059978765
6.2,-80.0,-16.2626486321226
6.300000000000001,-80.0,-34.52536709076813
6.4,-80.0,3.5488158572038997
6.5,-80.0,-8.035317546608455
6.6000000000000005,-80.0,-32.60365748717167
6.7,-80.0,9.255962946421661
6.800000000000001,-80.0,-18.145640958837213
6.9,-80.0,1.0392428468363726
7.0,-80.0,14.582154885714798
7.1000000000000005,-80.0,2.5800106777272465
7.2,-80.0,22.788375083024523
7.300000000000001,-80.0,-24.696145976170556
7.4,-80.0,8.047212402361966
7.5,-80.0,-13.695812982922284
7.6000000000000005,-80.0,-17.415544781516154
7.7,-80.0,-11.57658561776482
7.800000000000001,-80.0,-6.230633380457452
7.9,-80.0,1.1237338004159274
8.0,-80.0,-23.302560056950586
8.1,-80.0,18.016976409860316
8.200000000000001,-80.0,9.313705486610305
8.3,-80.0,-30.72440690315433
8.4,-80.0,29.765520937855687
8.5,-80.0,37.91827084532065
8.6,-80.0,23.57608902352411
8.700000000000001,-80.0,-3.597988741745836
8.8,-80.0,-21.414533982991603
8.9,-80.0,21.089563557108022
9.0,-80.0,-8.062999251164289
9.1,-80.0,24.449451864309843
9.200000000000001,-80.0,4.16606088510847
9.3,-80.0,19.533353018703462
9.4,-80.0,7.127911296523167
9.5,-80.0,14.13205787942799
9.600000000000001,-80.0,0.21060619110730988
9.700000000000001,-80.0,35.718027014457455
9.8,-80.0,2.538870448610974
9.9,-80.0,8.04042742017841
10.0,-80.0,37.66366574770324
10.100000000000001,-80.0,-26.95451766242902
10.200000000000001,-80.0,-25.40902455690503
10.3,-80.0,19.38862152690757
10.4,-80.0,-23.461768689050167
10.5,-80.0,38.87313527425254
10.600000000000001,-80.0,-8.271655807346622
10.700000000000001,-80.0,-14.94836007583722
10.8,-80.0,38.45958912626321
10.9,-80.0,29.61105696756957
11.0,-80.0,37.35195298818602
11.100000000000001,-80.0,18.121679684483848
11.200000000000001,-80.0,-17.223714344248418
11.3,-80.0,38.20211135524378
11.4,-80.0,-5.359242090799062
11.5,-80.0,16.04996637766987
11.600000000000001,-80.0,18.945891049278327
11.700000000000001,-80.0,-3.0993368647594752
11.8,-80.0,12.282465636308233
11.9,-80.0,18.44502497989146
12.0,-80.0,7.529415577692698
12.100000000000001,-80.0,-21.987097364239716
12.200000000000001,-80.0,5.965695511274243
12.3,-80.0,26.52866362744756
12.4,-80.0,-13.890397747521641
