time,voltage,current
0.0,-80.0,35.28104691935328
0.1,-80.0,8.003145645409349
0.2,-80.0,19.57476264472499
0.3,-80.0,44.81786843118469
0.4,-80.0,37.3511657347002
0.5,-80.0,-19.545550181282042
0.6,-80.0,19.001777251303288
0.7,-80.0,-3.0271337806171355
0.8,-80.0,-2.0643651659890114
0.9,-80.0,8.211983393194915
1.0,-80.0,2.8808862621903515
1.1,-80.0,29.085487144151074
1.2,-80.0,15.220774036680707
1.3,-80.0,2.433522481945434
1.4,-80.0,8.877289514844165
1.5,-80.0,6.673514204766533
1.6,-80.0,29.88161200727762
1.7,-80.0,-4.103131754847457
1.8,-80.0,6.261390619328408
1.9,-80.0,-17.081875044383537
2.0,-80.0,-51.05975333019127
2.1,-80.0,13.072418229635606
2.2,-80.0,17.288773721855364
2.3,-80.0,-14.843247150127977
2.4,-80.0,45.39514934058739
2.5,-80.0,-29.08725293880693
2.6,-80.0,0.9152346810291745
2.7,-80.0,-3.743608794185771
2.8,-80.0,30.65565645432946
2.9,-80.0,29.387251615494176
3.0,-80.0,3.0990288712537226
3.1,-80.0,7.5633349786845505
3.2,-80.0,-17.755625863578242
3.3,-80.0,-39.61583561086177
3.4,-80.0,-6.9581444569848125
3.5,-80.0,3.1270827988680328
3.6,-80.0,24.605922029921757
3.7,-80.0,24.0477105009632
3.8,-80.0,-7.7464176016477255
3.9,-80.0,-6.045930932430324
4.0,-80.0,-20.97092977837168
4.1,-80.0,-28.400223665386825
4.2,-80.0,-34.12526306775635
4.3,-80.0,39.01565442725964
4.4,-80.0,-10.192891223200567
4.5,-80.0,-8.761327619853843
4.6,-80.0,-25.05574267676254
4.7,-80.0,15.549977864069001
4.8,-80.0,-32.27777986920469
4.9,-80.0,-4.254622076472781
5.0,-80.0,-17.909141138885946
5.1,-80.0,7.738246710682499
5.2,-80.0,-10.21589921804179
5.3,-80.0,-23.61243328830382
5.4,-80.0,-0.5634272080202931
5.5,-80.0,8.566861843135795
5.6,-80.0,1.3305760631316992
5.7,-80.0,6.049676862371126
5.8,-80.0,-12.686195564770356
5.9,-80.0,-7.2545695004541715
6.0,-80.0,-13.448947516624497
6.1,-80.0,-7.190794063144108
6.2,-80.0,-16.26264863528391
6.3,-80.0,-34.525367093923656
6.4,-80.0,3.5488158540559085
6.5,-80.0,-8.035317549747157
6.6,-80.0,-32.60365749029932
6.7,-80.0,9.2559629433068
6.8,-80.0,-18.145640961937524
6.9,-80.0,1.0392428437523673
7.0,-80.0,14.58215488264885
7.1,-80.0,2.5800106746811093
7.2,-80.0,22.788375079999952
7.3,-80.0,-24.69614597917181
7.4,-80.0,8.047212399385781
7.5,-80.0,-13.695812985871644
7.6,-80.0,-17.415544784436936
7.7,-80.0,-11.576585620655273
7.8,-80.0,-6.230633383315821
7.9,-80.0,1.123733797591397
8.0,-80.0,-23.302560059739527
8.1,-80.0,18.01697640710872
8.2,-80.0,9.313705483897806
8.3,-80.0,-30.724406905825976
8.4,-80.0,29.765520935226643
